top - 01:40:13 up  1:02,  1 user,  load average: 2.36, 1.45, 0.83
demetri+    4973  2.0 11.1 3041748 381464 ?      Sl   01:04   0:44 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {872262fe-43c1-46c3-a75b-ff27fed64815} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 28 tab
demetri+    4787  1.4  6.1 2860264 209712 ?      Sl   01:02   0:32 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {fa3f21ac-112c-40be-a8e7-e5780b784a3b} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 21 tab
demetri+    5197  0.9  9.2 2897920 317684 ?      Sl   01:07   0:19 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0ede9270-c033-41d6-aa5c-21ffe3777261} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 31 tab
demetri+    1720  0.9  0.3 108148 13004 ?        S<sl 00:37   0:36 /usr/bin/pipewire
demetri+    2957  0.8  4.5 2687132 156644 ?      Sl   00:38   0:30 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:27848 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {144ee780-62be-4cfe-b076-05cd686d3917} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 5 tab
demetri+    3658  0.7  5.6 1679432 193660 ?      Sl   00:38   0:29 ptyxis --new-window --working-directory /home/demetrius-rima/Desktop
root          58  0.3  0.0      0     0 ?        S    00:37   0:15 [kswapd0]
root        6268  0.3  0.0      0     0 ?        I    01:35   0:01 [kworker/u514:1-events_freezable_pwr_efficient]
root        6131  0.3  0.0      0     0 ?        I    01:35   0:00 [kworker/u513:3-flush-8:0]
root           1  0.2  0.4  25564 14872 ?        Ss   00:37   0:08 /usr/lib/systemd/systemd --switched-root --system --deserialize=48 auto automatic-ubiquity noprompt
root        5715  0.1  0.0      0     0 ?        I    01:28   0:01 [kworker/u514:4-flush-8:0]
root        5647  0.1  0.0      0     0 ?        I    01:23   0:01 [kworker/u513:2-events_unbound]
root        1072  0.1  0.5 1924384 20040 ?       Ssl  00:37   0:05 /snap/snapd/current/usr/lib/snapd/snapd
root        5744  0.1  0.0      0     0 ?        I    01:29   0:00 [kworker/u513:0-kvfree_rcu_reclaim]
root        4352  0.1  0.0      0     0 ?        I    00:54   0:03 [kworker/u514:0-events_power_efficient]
root        5460  0.1  0.0      0     0 ?        I    01:17   0:01 [kworker/u514:2-events_unbound]
root          15  0.1  0.0      0     0 ?        I    00:37   0:04 [rcu_preempt]
root        6052  0.1  0.0      0     0 ?        I<   01:35   0:00 [kworker/0:1H-kblockd]
root        4320  0.0  0.0      0     0 ?        I    00:50   0:02 [kworker/u513:1-flush-8:0]
demetri+    6640  0.0  1.9 2569408 67460 ?       Sl   01:38   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {3d3ee809-7d39-48ee-b54d-fad21fad6e6d} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 34 tab
root         451  0.0  0.0      0     0 ?        S    00:37   0:03 [jbd2/sda2-8]
demetri+    1672  0.0  0.3  23728 13648 ?        Ss   00:37   0:03 /usr/lib/systemd/systemd --user
root        4624  0.0  1.1 497672 39604 ?        Ssl  01:01   0:02 /usr/libexec/fwupd/fwupd
demetri+    3125  0.0  2.9 2617784 101320 ?      Sl   00:38   0:03 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:27619 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {eab7c3ed-7f15-46ec-af33-ea332a7c5e50} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 6 tab
demetri+    2280  0.0  0.6 498896 23236 ?        Sl   00:37   0:02 /usr/libexec/ibus-extension-gtk3
root        5783  0.0  0.0      0     0 ?        I<   01:31   0:00 [kworker/1:1H-kblockd]
demetri+    5987  0.0  1.9 2569392 67644 ?       Sl   01:34   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0e9b2320-2784-47d2-8182-18e39e574aa3} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 33 tab
root        5735  0.0  0.0      0     0 ?        I    01:29   0:00 [kworker/1:0-events]
root        4432  0.0  0.0      0     0 ?        I    00:59   0:01 [kworker/1:1-cgroup_free]
demetri+    5950  0.0  1.9 2569392 67664 ?       Sl   01:34   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {454963a8-8872-4531-b0c1-f84dc0d6faba} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 32 tab
message+    1023  0.0  0.1  11808  6700 ?        Ss   00:37   0:02 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
demetri+    2634  0.0  1.7 3079272 60544 ?       Sl   00:38   0:02 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
demetri+    2095  0.0  0.2 388324  8536 ?        Ssl  00:37   0:02 /usr/bin/ibus-daemon --panel disable
root        5728  0.0  0.0      0     0 ?        I    01:29   0:00 [kworker/0:1-cgroup_free]
root        5188  0.0  0.0      0     0 ?        I    01:07   0:00 [kworker/0:0-cgroup_free]
root          23  0.0  0.0      0     0 ?        S    00:37   0:01 [migration/1]
demetri+    2922  0.0  2.6 2615848 89528 ?       Sl   00:38   0:01 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:27532 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {789d1890-8d06-4d94-84cb-29484176938b} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 3 tab
demetri+    4593  0.0  0.2 122776  8816 ?        Ssl  01:01   0:00 /usr/bin/speech-dispatcher -s -t 0
demetri+    1738  0.0  0.4 482316 15628 ?        S<sl 00:37   0:01 /usr/bin/wireplumber
root        4491  0.0  0.0      0     0 ?        I<   01:01   0:00 [kworker/0:0H-kblockd]
demetri+    2352  0.0  0.7 737228 25988 ?        SNsl 00:37   0:01 /usr/libexec/localsearch-3
root          40  0.0  0.0      0     0 ?        S    00:37   0:01 [kcompactd0]
systemd+     552  0.0  0.3  23484 12876 ?        Ss   00:37   0:01 /usr/lib/systemd/systemd-resolved
demetri+    2988  0.0  0.2 1766492 7376 ?        Sl   00:38   0:01 /snap/snapd/current/usr/bin/snap userd
root         508  0.0  0.4  67760 13904 ?        S<s  00:37   0:01 /usr/lib/systemd/systemd-journald
demetri+    1719  0.0  0.1  10100  5960 ?        Ss   00:37   0:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
demetri+    4882  0.0  2.2 2575256 78144 ?       Sl   01:03   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46711 -prefMapHandle 1:279684 -jsInitHandle 2:156136 -parentBuildID 20260319141503 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {54bc3982-92c7-42e6-8fd0-b2c35c8d0368} -parentPid 2726 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 25 tab
root        6168  0.0  0.0      0     0 ?        I    01:35   0:00 [kworker/0:2-events]
demetri+    2120  0.0  1.1 835016 40108 ?        Sl   00:37   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
demetri+    4650  0.0  0.1 165328  5440 ?        Sl   01:01   0:00 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
demetri+    2541  0.0  0.2 171860  7516 ?        Sl   00:38   0:00 /usr/libexec/ibus-engine-simple
systemd+     551  0.0  0.2  18260  7712 ?        Ss   00:37   0:00 /usr/lib/systemd/systemd-oomd
root        1094  0.0  0.2  19000  8436 ?        Ss   00:37   0:00 /usr/lib/systemd/systemd-logind
root          24  0.0  0.0      0     0 ?        S    00:37   0:00 [ksoftirqd/1]
demetri+    1745  0.0  0.6 193096 22840 ?        S<Lsl 00:37   0:00 /usr/bin/pipewire-pulse
demetri+    3675  0.0  0.2 239996  7308 ?        Ssl  00:38   0:00 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
polkitd     1049  0.0  0.3 389084 11268 ?        Ssl  00:37   0:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
demetri+    2929  0.0  1.7 617976 60456 ?        Sl   00:38   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -parentBuildID 20260319141503 -prefsHandle 0:27577 -prefMapHandle 1:279684 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {c16b78e3-bd59-4881-8750-52dbebf19411} -parentPid 2726 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/8030/usr/lib/firefox/browser 4 rdd
demetri+    2480  0.0  0.0 518788  2592 ?        Sl   00:37   0:00 /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
root         558  0.0  0.3  40540 12132 ?        Ss   00:37   0:00 /usr/lib/systemd/systemd-udevd
demetri+    2134  0.0  0.7 569232 25052 ?        Sl   00:37   0:00 /usr/bin/update-notifier
root        1205  0.0  0.4 338596 15772 ?        Ssl  00:37   0:00 /usr/sbin/NetworkManager --no-daemon
root        6154  0.0  0.6 344592 20860 ?        Ssl  01:35   0:00 /usr/libexec/packagekitd
demetri+    2443  0.0  0.2 392540  8064 ?        Ssl  00:37   0:00 /usr/libexec/gvfs-afc-volume-monitor
root        1101  0.0  0.4 544188 14016 ?        Ssl  00:37   0:00 /usr/libexec/udisks2/udisksd
cups-br+    5731  0.0  0.5 207948 18000 ?        Ssl  01:29   0:00 /usr/sbin/cups-browsed
demetri+    2198  0.0  0.9 1217268 32200 ?       Ssl  00:37   0:00 /usr/libexec/evolution-source-registry
demetri+    2074  0.0  0.4 658924 14356 ?        Sl   00:37   0:00 /usr/libexec/gnome-shell-calendar-server
demetri+    2598  0.0  0.1 171604  6732 ?        Ssl  00:38   0:00 /usr/libexec/gvfsd-metadata
demetri+    2376  0.0  0.0 212076  2136 ?        Sl   00:37   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 66
demetri+    2192  0.0  0.0  47748   244 ?        Ss   00:37   0:00 /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
root          14  0.0  0.0      0     0 ?        S    00:37   0:00 [ksoftirqd/0]
demetri+    2660  0.0  0.4 778992 16784 ?        Ssl  00:38   0:00 /usr/libexec/xdg-desktop-portal
demetri+    2665  0.0  0.9 696728 32980 ?        Ssl  00:38   0:00 /usr/libexec/xdg-desktop-portal-gnome
demetri+    3709  0.0  2.2 800392 78308 ?        Sl   00:38   0:00 /usr/libexec/mutter-x11-frames
root        1047  0.0  0.3  44204 12304 ?        Ss   00:37   0:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        5730  0.0  0.3  31992 11528 ?        Ss   01:29   0:00 /usr/sbin/cupsd -l
demetri+    2124  0.0  0.0      0     0 ?        Z    00:37   0:00 [ubuntu-advantag] <defunct>
root        1081  0.0  0.2 311656  7616 ?        Ssl  00:37   0:00 /usr/libexec/accounts-daemon
demetri+    3748  0.0  0.1  12268  4316 pts/0    Ss   00:38   0:00 /usr/bin/bash
demetri+    3468  0.0  1.3 593420 45308 ?        Sl   00:38   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -parentBuildID 20260319141503 -sandboxingKind 0 -prefsHandle 0:44201 -prefMapHandle 1:279684 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {20755bb0-6eb4-40c3-a9fc-dd6817001fbe} -parentPid 2726 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/8030/usr/lib/firefox/browser 8 utility
_chrony     1215  0.0  0.3  24368 10536 ?        S    00:37   0:00 /usr/sbin/chronyd -n -F 1
demetri+    2881  0.0  1.0 371788 36964 ?        Sl   00:38   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -parentBuildID 20260319141503 -prefsHandle 0:25129 -prefMapHandle 1:279684 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {ed188d9d-8cd1-46f7-9412-1838a4f1ed85} -parentPid 2726 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/8030/usr/lib/firefox/browser 1 socket
demetri+    2447  0.0  0.4 894104 16012 ?        Ssl  00:37   0:00 /usr/libexec/evolution-calendar-factory
demetri+    2698  0.0  0.5 491892 20204 ?        Ssl  00:38   0:00 /usr/libexec/xdg-desktop-portal-gtk
demetri+    2114  0.0  0.0      0     0 ?        Z    00:37   0:00 [snap] <defunct>
demetri+    2911  0.0  0.7 444952 24488 ?        S    00:38   0:00 /snap/firefox/8030/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {404a0e69-7bb1-4975-a421-132976098fdf} -parentPid 2726 -greomni /snap/firefox/8030/usr/lib/firefox/omni.ja -appomni /snap/firefox/8030/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8030/usr/lib/firefox/browser 2 forkserver
demetri+    2531  0.0  0.6 761228 20732 ?        Ssl  00:38   0:00 /usr/libexec/evolution-addressbook-factory
demetri+    2418  0.0  0.6 541084 20756 ?        Sl   00:37   0:00 /usr/libexec/goa-daemon
colord      2039  0.0  0.3 318636 13344 ?        Ssl  00:37   0:00 /usr/libexec/colord
demetri+    2310  0.0  0.3 463396 10740 ?        Ssl  00:37   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
root        1285  0.0  0.3 390980 11240 ?        Ssl  00:37   0:00 /usr/sbin/ModemManager
syslog      1130  0.0  0.1 220664  5480 ?        Ssl  00:37   0:00 /usr/sbin/rsyslogd -n -iNONE
demetri+    3697  0.0  1.5 215216 52240 ?        S    00:38   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.HCOFP3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
demetri+    2273  0.0  0.7 2671952 25024 ?       Sl   00:37   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
demetri+    2130  0.0  0.2 387592  8708 ?        Ssl  00:37   0:00 /usr/libexec/gsd-housekeeping
demetri+    2091  0.0  0.7 2672980 24856 ?       Sl   00:37   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
root        2084  0.0  0.2 321060  9728 ?        Ssl  00:37   0:00 /usr/libexec/upowerd
demetri+    4609  0.0  0.0      0     0 ?        Z    01:01   0:00 [sd_espeak-ng-mb] <defunct>
demetri+    1895  0.0  0.2 675808  8864 ?        Ssl  00:37   0:00 /usr/libexec/gnome-session-service --session=ubuntu
demetri+    2139  0.0  0.3 491336 12012 ?        Ssl  00:37   0:00 /usr/libexec/gsd-media-keys
rtkit       1732  0.0  0.0  21900  3372 ?        SNsl 00:37   0:00 /usr/libexec/rtkit-daemon
root        1579  0.0  0.4 123516 15720 ?        Ssl  00:37   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1085  0.0  0.2 310652  7008 ?        Ssl  00:37   0:00 /usr/libexec/switcheroo-control
root          18  0.0  0.0      0     0 ?        S    00:37   0:00 [migration/0]
demetri+    2126  0.0  0.0      0     0 ?        Z    00:37   0:00 [ubuntu-report] <defunct>
demetri+    2160  0.0  0.3 324144 10672 ?        Ssl  00:37   0:00 /usr/libexec/gsd-print-notifications
demetri+    1843  0.0  0.2 690848  7124 ?        Ssl  00:37   0:00 /usr/libexec/xdg-document-portal
avahi       1017  0.0  0.1   6744  4424 ?        Ss   00:37   0:00 avahi-daemon: running [demetrius-rima-VMware-Virtual-Platform.local]
demetri+    4276  0.0  0.3 1276716 11048 ?       Ssl  00:46   0:00 /usr/bin/ubuntu-insights upload -r
demetri+    1726  0.0  0.2 185740  9268 ?        Ssl  00:37   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
root        1207  0.0  0.1  18072  5868 ?        Ss   00:37   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
demetri+    4615  0.0  0.2  28396  7740 ?        S    01:01   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
demetri+    2166  0.0  0.3 469872 10600 ?        Ssl  00:37   0:00 /usr/libexec/gsd-sharing
demetri+    2158  0.0  0.2 398800  9052 ?        Ssl  00:37   0:00 /usr/libexec/gsd-power
demetri+    2105  0.0  0.2 249040  7876 ?        Ssl  00:37   0:00 /usr/libexec/gsd-color
